CUSTOMER_ID,OVERDUE_BALANCE,BASE_USAGE,CREDIT_HISTORY,ALTERNATE_USAGE,STANDING_CHARGE,BASE_CHARGE,ALTERNATE_CHARGE,LEVY,TAX,TOTAL_NET,TOTAL_TO_PAY,FIRST_NAME,LAST_NAME,PHONE_1,EMAIL,AGE,IS_REGISTERED_FOR_ALERTS,OWNS_HOME,COMPLAINTS,HAS_THERMOSTAT,HAS_HOME_AUTOMATION,PV_ZONING,WIND_ZONING,SMART_METER_COMMENTS,IS_CAR_OWNER,HAS_EV,HAS_PV,HAS_WIND,EBILL,IN_WARRANTY,CITY,MARITAL_STATUS,EDUCATION,SEGMENT,EMPLOYMENT,BUILDING_TYPE,MISSED_PAYMENT,BILLING_MONTH,RATIO_THIS_MONTH_BASE_USAGE_VS_LAST_MONTH,RATIO_THIS_MONTH_BASE_USAGE_VS_AVG_LOOKBACK_WINDOW,RATIO_THIS_MONTH_ALTERNATE_USAGE_VS_LAST_MONTH,RATIO_THIS_MONTH_ALTERNATE_USAGE_VS_AVG_LOOKBACK_WINDOW,RATIO_THIS_MONTH_TOTAL_TO_PAY_VS_LAST_MONTH,RATIO_THIS_MONTH_TOTAL_TO_PAY_VS_AVG_LOOKBACK_WINDOW,NUM_MISSED_PAYMENTS_LOOKBACK_WINDOW,BILLING_MONTH_NUMBER,Partition
69,0.000000,750.590000,A,0.000000,8.730000,97.130000,0.000000,3.180000,21.370000,109.030000,130.400000,Emmy,Reichel,989-769-8453,Emmy.Reichel@sabryna.biz,28,0,0,0,0,1,1,1,Positive,1,1,0,0,0,0,Santa Clara,S,Some college,Budget Payment Plan Members,Employed full-time,Townhouse,Paid,201906,0.948781,1.006904,0.000000,0.000000,0.952798,1.006302,0,6,2_Testing
114,0.000000,792.680000,A,0.000000,14.870000,102.570000,0.000000,3.520000,23.710000,120.970000,144.680000,Norris,Connelly,906-647-6741,Norris.Connelly@enrico.co.uk,32,0,0,0,0,1,1,1,Positive,1,0,0,0,1,1,Santa Clara,U,Less than 9th grade,High Flyers,Employed full-time,Townhouse,Paid,201810,1.004257,1.111888,0.000000,0.000000,1.003746,1.096393,0,10,1_Training
187,0.000000,1022.180000,A,0.000000,5.620000,132.270000,0.000000,4.140000,27.840000,142.030000,169.860000,Desiree,Anderson,678-205-8151,Desiree.Anderson@corine.me,35,1,1,0,1,1,1,1,Negative,1,0,0,1,1,1,Mountain View,M,Some college,Budget Payment Plan Members,Employed part-time  Student,Townhouse,Paid,201902,0.950441,1.051936,0.000000,0.000000,0.952344,1.049685,0,2,1_Training
189,0.000000,937.680000,A,679.290000,7.490000,138.210000,61.270000,6.210000,41.780000,213.190000,254.970000,Fredrick,Hamill,708-442-1672,Fredrick.Hamill@orlo.co.uk,44,1,1,0,0,1,0,0,Positive,0,0,0,0,0,0,Palo Alto,M,Masters degree,High Flyers,Employed part-time,Townhouse,Paid,201906,1.065642,1.009901,1.086099,1.060082,1.069057,1.023880,0,6,1_Training
213,0.000000,615.270000,A,0.000000,8.730000,79.620000,0.000000,2.650000,17.840000,91.000000,108.830000,Flossie,Towne,918-333-3213,Flossie.Towne@turner.us,59,0,1,0,0,1,0,0,Neutral,0,0,0,0,1,0,Palo Alto,M,Some college,0,Student,Condominium,Paid,201904,0.962006,0.906448,0.000000,0.000000,0.965575,0.914871,0,4,1_Training
223,0.000000,951.610000,A,0.000000,5.620000,123.140000,0.000000,3.860000,25.990000,132.620000,158.610000,Glenna,Christiansen,619-255-4074,Glenna.Christiansen@joshua.ca,26,1,1,1,1,1,1,1,Positive,0,0,0,0,1,0,Mountain View,S,Associate degree,Budget Payment Plan Members,Retired,Condominium,Paid,201901,0.958357,1.033947,0.000000,0.000000,0.960051,1.032371,0,1,2_Testing
253,0.000000,821.750000,A,175.720000,7.490000,121.130000,15.850000,4.330000,29.160000,148.800000,177.960000,Omer,Botsford,434-766-3232,Omer.Botsford@rahsaan.biz,38,1,1,1,1,1,0,0,Positive,0,0,0,0,1,0,Sunnyvale,S,High school graduate,0,Unknown,Condominium,Paid,201811,1.191667,1.156119,1.093398,1.042787,1.168483,1.133383,0,11,1_Training
258,0.000000,609.600000,A,0.000000,5.620000,78.880000,0.000000,2.540000,17.060000,87.040000,104.100000,Cathrine,Nienow,770-645-6580,Cathrine.Nienow@adaline.us,31,0,1,0,0,0,0,0,Positive,1,0,0,0,0,1,Santa Clara,S,Associate degree,Green Advocate,Student,Condominium,Paid,201902,1.152189,1.086166,0.000000,0.000000,1.140697,1.080025,0,2,1_Training
277,0.000000,539.210000,A,0.000000,8.730000,69.770000,0.000000,2.360000,15.850000,80.860000,96.710000,Elton,Hegmann,417-207-5015,Elton.Hegmann@shayna.com,16,0,1,0,1,1,1,1,Negative,0,0,0,0,0,1,Mountain View,S,Bachelors degree or more,Budget Payment Plan Members,Retired,Condominium,Paid,201903,0.885388,0.909542,0.000000,0.000000,0.896875,0.918831,0,3,1_Training
388,0.000000,555.450000,A,0.000000,8.730000,71.880000,0.000000,2.420000,16.270000,83.020000,99.300000,Ezra,Leffler,262-301-9382,Ezra.Leffler@elda.ca,33,0,1,1,0,1,0,1,Positive,1,0,0,1,1,1,Mountain View,M,Associate degree,High Flyers,Employed full-time,Condominium,Paid,201808,1.448975,0.000000,0.000000,0.000000,1.381854,0.000000,0,8,1_Training
424,0.000000,1503.420000,A - Excellent,0.000000,20.020000,194.540000,0.000000,6.440000,43.320000,221.000000,264.320000,Adah,Marks,206-220-3128,Adah.Marks@donny.ca,18,1,1,1,1,0,0,0,Negative,1,0,0,0,1,0,Santa Clara,S,Bachelors degree or more,High Flyers,Employed full-time,Apartment,Paid,201811,1.072975,1.041712,0.000000,0.000000,1.065721,1.037688,0,11,1_Training
437,0.000000,607.700000,A,145.370000,8.950000,89.570000,13.110000,3.350000,22.540000,114.990000,137.520000,Brennan,Gusikowski,917-312-5153,Brennan.Gusikowski@mozelle.co.uk,38,0,1,0,1,0,1,0,Neutral,1,1,1,0,0,0,Mountain View,M,Bachelors degree or more,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201812,0.967860,1.025331,0.968875,1.018068,0.970433,1.022352,0,12,2_Testing
448,0.000000,460.620000,A,0.000000,8.730000,59.600000,0.000000,2.050000,13.800000,70.380000,84.180000,Ralph,Simonis,540-273-3581,Ralph.Simonis@sammie.biz,58,1,1,1,0,0,0,1,Positive,1,0,0,0,0,0,Mountain View,M,Less than 9th grade,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201809,1.042953,0.000000,0.000000,0.000000,1.037210,0.000000,0,9,2_Testing
471,0.000000,450.150000,A - Excellent,0.000000,8.730000,58.250000,0.000000,2.010000,13.520000,68.990000,82.510000,Estevan,Stracke,501-734-9981,Estevan.Stracke@victoria.us,46,1,1,0,1,0,1,0,Neutral,1,0,0,0,1,0,Santa Clara,S,Bachelors degree or more,Budget Payment Plan Members,Employed part-time,Apartment,Paid,201901,0.955367,0.967475,0.000000,0.000000,0.960983,0.971620,0,1,1_Training
485,0.000000,855.140000,A,199.460000,18.180000,126.050000,17.990000,4.870000,32.750000,167.090000,199.830000,Savanna,Hand,573-592-5306,Savanna.Hand@elinor.info,15,1,1,0,1,0,0,1,Positive,0,0,0,0,0,0,Sunnyvale,U,Bachelors degree,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201905,0.868956,0.821168,0.971743,0.905306,0.892497,0.846845,0,5,1_Training
497,0.000000,692.710000,A,0.000000,14.870000,89.640000,0.000000,3.140000,21.100000,107.640000,128.740000,Herbert,Bashirian,252-438-4337,Herbert.Bashirian@talon.us,17,0,1,0,1,1,0,0,Negative,0,0,0,0,1,1,Santa Clara,M,Bachelors degree or more,0,Employed full-time,Apartment,Paid,201905,0.982540,0.928358,0.000000,0.000000,0.985004,0.937928,0,5,1_Training
517,0.000000,241.830000,D,244.430000,8.950000,35.650000,22.050000,2.000000,13.450000,68.640000,82.100000,June,Durgan,954-975-8429,June.Durgan@frieda.biz,51,1,1,0,0,1,0,1,Positive,0,0,0,0,0,1,Palo Alto,U,High school graduate,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201905,0.919401,0.950042,0.936657,0.978581,0.486519,0.478736,1,5,1_Training
592,0.000000,1057.400000,A,980.610000,7.490000,155.860000,88.450000,7.550000,50.830000,259.360000,310.190000,Hortense,Kuvalis,406-469-2901,Hortense.Kuvalis@luella.io,21,0,1,1,0,1,0,0,Neutral,1,0,0,0,0,1,Palo Alto,M,Bachelors degree,Budget Payment Plan Members,Retired,Apartment,Paid,201812,1.110563,1.114758,1.068342,1.050203,1.091834,1.087572,0,12,1_Training
612,0.000000,1844.560000,A,0.000000,5.620000,238.690000,0.000000,7.330000,49.320000,251.640000,300.960000,Elroy,Farrell,614-315-4396,Elroy.Farrell@dion.io,24,0,1,0,0,0,1,1,Positive,1,0,0,0,0,0,Mountain View,U,Bachelors degree,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201808,1.467209,0.000000,0.000000,0.000000,1.451599,0.000000,0,8,1_Training
636,0.000000,305.330000,A,306.620000,7.490000,45.010000,27.660000,2.400000,16.180000,82.560000,98.740000,Kellen,Nolan,404-216-2008,Kellen.Nolan@rodrick.biz,34,1,0,0,0,1,1,1,Negative,0,0,1,1,1,0,Palo Alto,M,Associate degree,Budget Payment Plan Members,Not currently employed,Apartment,Paid,201809,1.178880,0.000000,1.176818,0.000000,1.158784,0.000000,0,9,1_Training
672,0.000000,1310.230000,A,0.000000,17.450000,169.540000,0.000000,5.610000,37.750000,192.600000,230.350000,Weston,Beahan,580-641-6665,Weston.Beahan@princess.co.uk,33,1,0,1,0,1,0,0,Negative,1,0,0,0,0,1,Sunnyvale,M,High school graduate,High Flyers,Employed part-time,Apartment,Paid,201905,0.912868,0.838006,0.000000,0.000000,0.920332,0.850858,0,5,1_Training
715,0.000000,424.260000,A,0.000000,5.620000,54.900000,0.000000,1.820000,12.220000,62.330000,74.550000,Cordelia,Pfeffer,830-779-9302,Cordelia.Pfeffer@cleveland.io,25,0,0,0,1,1,0,1,Neutral,1,0,0,0,0,0,Santa Clara,M,Some high school,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,7,1_Training
733,0.000000,1210.490000,A,0.000000,14.870000,156.640000,0.000000,5.150000,34.620000,176.650000,211.280000,Lilly,Thiel,732-882-5640,Lilly.Thiel@levi.biz,59,0,0,0,1,0,0,1,Negative,1,0,0,1,1,1,Santa Clara,U,High school graduate,High Flyers,Employed full-time,Apartment,Paid,201902,1.083474,1.145253,0.000000,0.000000,1.075709,1.131029,0,2,1_Training
735,0.000000,531.170000,A,0.000000,5.620000,68.730000,0.000000,2.230000,15.010000,76.580000,91.590000,Theron,Thompson,650-838-6044,Theron.Thompson@idell.io,37,1,1,1,0,1,1,0,Negative,1,1,0,0,1,1,Palo Alto,U,Bachelors degree or more,Green Advocate,Employed part-time  Student,Apartment,Paid,201809,1.070195,0.000000,0.000000,0.000000,1.064505,0.000000,0,9,1_Training
748,0.000000,558.550000,A,142.380000,8.950000,82.330000,12.840000,3.120000,21.020000,107.250000,128.270000,Amira,Rice,707-961-7891,Amira.Rice@daphney.tv,25,0,1,0,1,0,1,1,Neutral,0,0,0,0,0,0,Santa Clara,S,Some college,0,Employed full-time,Apartment,Paid,201901,0.957454,1.234528,0.914568,1.130987,0.955456,1.196921,0,1,1_Training
830,0.000000,1873.720000,A,0.000000,34.930000,242.460000,0.000000,8.320000,56.000000,285.710000,341.710000,Karson,Pollich,650-814-5428,Karson.Pollich@mellie.biz,54,1,1,1,1,0,1,1,Positive,1,1,1,0,1,1,Palo Alto,S,High school graduate,Green Advocate,Not currently employed,Apartment,Paid,201808,1.157525,0.000000,0.000000,0.000000,1.135023,0.000000,0,8,1_Training
835,0.000000,616.980000,A,0.000000,5.620000,79.840000,0.000000,2.560000,17.250000,88.020000,105.270000,Maggie,Lehner,918-989-8186,Maggie.Lehner@susie.me,38,0,1,0,0,1,0,0,Negative,0,0,0,0,0,1,Palo Alto,S,High school graduate,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201902,0.993655,1.029793,0.000000,0.000000,0.994051,1.027760,0,2,2_Testing
875,0.000000,865.680000,A - Excellent,0.000000,14.870000,112.020000,0.000000,3.810000,25.620000,130.700000,156.310000,Nico,Gibson,941-554-2327,Nico.Gibson@zena.co.uk,32,1,1,1,0,1,1,0,Positive,1,1,0,0,0,0,Santa Clara,S,High school graduate,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201809,1.126073,0.000000,0.000000,0.000000,1.109683,0.000000,0,9,1_Training
45,0.000000,396.160000,A - Excellent,285.040000,15.460000,58.390000,25.710000,2.990000,20.100000,102.550000,122.650000,Willie,Stroman,510-982-7454,Willie.Stroman@axel.me,49,1,0,1,1,1,0,1,Negative,1,0,0,1,0,0,Sunnyvale,U,Bachelors degree or more,Budget Payment Plan Members,Employed part-time,Townhouse,Paid,201807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,7,1_Training
69,0.000000,497.730000,A,0.000000,8.730000,64.410000,0.000000,2.190000,14.760000,75.330000,90.100000,Emmy,Reichel,989-769-8453,Emmy.Reichel@sabryna.biz,28,0,0,0,0,1,1,1,Positive,1,1,0,0,0,0,Santa Clara,S,Some college,Budget Payment Plan Members,Employed full-time,Townhouse,Paid,201807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,7,1_Training
